variation,verified_reviews,review_score
White  Spot,The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,0.5053763440860215
White  Spot,"I own 5 Echo devices, consider me addicted! This little number is awesome, not only do I like that it displays, the sound is great and it has the same dependable functionality as other Echo devices. One feature I really like is how it slowly dims after I turn off my bedroom light, so I have a night light for a bit. I love Echo devices and have just about run out of places to put them!",0.4731182795698925
White  Spot,The echo spot is really great. I just got it and is easy to set up. I do have one problem. When the advertise it they show a screen with the time weather and your town. Sadly there is no way to make this the home screen. The home screen is just the time😔. I spoke to support and the wonderful lady tried and researched for 45 minutes to no avail. I am disappointed because I wanted that screen all the time not just during an occasional screen rotate. I am hoping they will do something about this. Other than that it’s great,0.45161290322580644
White  Spot,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool.  Other than playing music through a sound system, we haven't found much use for them.  We just don't find the voice user interface to be all that efficient.  The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in.  Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings.  We now use these as bedside clocks.",0.45161290322580644
White  Spot,I do like the product we bought it on Prime day but this week it was $30 cheaper then Prime day. Still a really cool device. I wish I would have waited.,0.45161290322580644
White  Spot,"Omg where do I start, I LOVE THIS THING! None bad to say!",0.44086021505376344
White  Spot,I love it.  I made a group with my echo dot so I get music through my home.  I am waiting for the to go on sale again so hopefully I can get another spot for my bedroom..  I love the alarm and weather at the sound of my voice..,0.44086021505376344
White  Spot,Very helpful with daily activities,0.41935483870967744
White  Spot,I had just said to myself how I desired an assistant when I came across the Spot!  As a Mom of two things can get hectic really quickly trying to manage everyone’s schedules & my own. I just verbally tell Alexa what reminder or timer I need set and Voila!Having my Spot has given me the virtual assistant I so desired without having to actually hire someone.  Not to mention the many other awesome features. I have Alexa synced with my Audible & Kindle & Alex can read a book from my libraries to me.I’m still excited to see what else my Spot can do!Side note: I had wanted to purchase a Show for a while & probably still will down the line however I sooooo love my sleek little Sopt!,0.3978494623655914
White  Spot,"LOVE love love this!  I have an echo, and several echo dots, but love the video with this and the clock.  I no longer have to wake up and say &#34;Alexa, what time is it?&#34; or &#34;Alexa, weather&#34;  I can even watch videos on it if i forget my kindle before bed.",0.3870967741935484
White  Spot,"When we were buying another product there was an option to bundle this one for an extra $30...so we thought why not? Well, I'm so glad we did! We are really enjoying our Echo Spot. It reads stories to our girls, plays music, gives us the news, and so much more!  It's so responsive and has so many skills that we enjoy.",0.3870967741935484
White  Spot,"We love using it for bedtime reading on Audible. It's very kid-friendly, and I can see liking it in the kitchen while I'm cooking since it's small and unobtrusive. We like it better than our Echo Dot.",0.3763440860215054
White  Spot,This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,0.3763440860215054
White  Spot,I really like it works well trivia games and shopping on it is fun.Sometimes it misunderstands what I say but other then that the speaker is decent video chat is good but you do need to be in a well lit room so the other end can see you lol.,0.3763440860215054
White  Spot,I love the Echo Spot. This bedside alarm clock size device can do what theEcho Show can do. I was concerned because I already had a large Echo in mybedroom that answered to “Alexa” like the other devices in my home. I wasconcerned about having both devices answering at the same time when I discoveredthat I had other name choices (not enough for me but just enough to avoid confusion).I named him “Echo.” Now if I could only choose a male voice. I loved that I could link it tomy security camera and my new doorbell. So many more features. Don’t forget to buy thestand/base. So many advantages to having that. Read the reviews. Highly recommend.,0.3763440860215054
White  Spot,Very nicely constructed. My wife wanted a second for the kitchen so I order a second one.,0.3655913978494624
White  Spot,Love this little dot with a screen.  Super easy to set up and easy to use.  Instantly connected to all my other echo products.  I also bought the screen cover that has the blocking button for the camera if you want to use it.  Recommended.,0.3655913978494624
White  Spot,so far just ok,0.34408602150537637
White  Spot,Bought this for our son as his birthday present and he loves it.  Often find him jamming to music in his room now  :)  He loves the options for the alarms and we have his weekday alarms set to repeat and he gets to sleep in on non-school days.,0.3333333333333333
White  Spot,Easy set up and to use. I bought two one for my house and one for my 75 year old grandfather. I set it up for him a gave him a 15 minute lesson and he calls me at least once a day it’s is great to be able to see him in between visits.,0.3333333333333333
White  Spot,I enjoy this little thing a lot.  Will do almost anything.  I like the jokes it tells.  I’m still learning different functions,0.3225806451612903
White  Spot,"I use the product as an alarm clock. I love being able to set my schedule for the week and not worry about it. When images are shown, they are cut off. Little because its trying to fit it into a circle.",0.3010752688172043
White  Spot,"I am not easily impressed with electronic goodies. But...OMG this is by far the coolest thing I have ever had.  It does everything short of clean your house... which, when I asked Alexa to clean my house.... was told she didn’t have hands, but instead played a fantastic playlist for cleaning!  From reading books to my five year old, to video chat, to silly selfies, music that automatically goes to my Bose Bluetooth speaker, setting timers, alarms, changing my thermostat on voice command, tells me the weather, sends hubby a grocery pick up list, and I am sure. Million more things!BUY IT.....you u will not regret it.",0.3010752688172043
White  Spot,"We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.",0.2903225806451613
White  Spot,This product has made my life much simpler with a little one. I use it a lot for music and when i have my hands full turning it on/off or up/down is a breeze. The screen is a great novelty where i can watch the news!,0.2903225806451613
White  Spot,we like it. very convenient,0.27956989247311825
White  Spot,"It is a good addition to my small space, and it keeps me up to date on events and weather conditions.",0.26881720430107525
White  Spot,I love the way it is designed. And you have choices for the face.  I use it for my bed side.  I drop in; on my echo in another part of the house frequently without yelling.,0.25806451612903225
White  Spot,"Bought this to replace a Sony Dash (remember those?) after Sony decided to pull support from it entirely. It works great for what I use it for: an alarm clock, a weather station, background music player and voice control of lights throughout my house. My biggest gripe about the device and why I knocked a star off is that you can't turn off the suggestions on &#34;Things to Try&#34;. It 's an annoying and a stupid design decision since you have control to turn off other things you don't want to see as it cycles through content screens. A software update or two would help this improve especially full control of what we want and don't want to see in the content rotation.",0.23655913978494625
White  Spot,Alexa wakes me up everyday for work to whatever station on Iheart radio or Spotify I want. Plus when I do get smart home devices she’ll be even more useful to me! She’s really helpful with answering random questions. The small screen sucks for video as it is small and round but it’s nice to have something to show time and pictures.,0.23655913978494625
White  Spot,"Simply amazing what a awsome device. It never ceases to amaze me, wake up to big bang music, go to sleep softly falling rain. Drop in on the kids and keep in touch. I have just scratched the surface as to what this devise can do.",0.21505376344086022
White  Spot,"Works great as a bedside clock but the microphone for Alexa doesn't work as well as the normal Echo.  Sometimes Alexa doesn't hear me when I try to interrupt her it to give new instructions.  The speaker also isn't as good as the normal Echo.  Screen is small so not really useful for viewing any type of video or for seeing who's at the front door.  But, it's great for the bedside.",0.21505376344086022
White  Spot,"This is the best Alexa enabled device you can get, it is so versatile and useful. It sound way better than the dot but not as good as the regular echo. The screen makes all the difference in the world.",0.1935483870967742
White  Spot,"Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.",0.1935483870967742
White  Spot,Echo Spot works well except it does not work with the Ring doorbell as it states on the website. Since they were sold as a pair I thought that it would be app ready.  Unfortunately that is not case.  Perhaps Ring will update so that they can be integrated.,0.17204301075268819
White  Spot,Speakers are not as loud as Google Home,0.17204301075268819
White  Spot,"Don’t use it for much as I thought we would. Synced with Kasa-Cam and use it to check up on our baby in the crib a lot. Lyrics for music is cool, too. Other than that it’s used as a clock and standard dot’ish features.",0.16129032258064516
White  Spot,Well-made product.Echo Spot - White,0.13978494623655913
White  Spot,"I have the dot and Echo Plus, this one can't seem to &#34;hear&#34; me as well and doesn't do as much as I expected.",0.13978494623655913
White  Spot,I think it can read my mind,0.13978494623655913
White  Spot,I’m leaving this for those who don’t have enough of an attention span to read instructions.  You can stop the screen rotations.Swipe down on clock screenSelect settingsHome & clockHome cardsRotate onceProblem solved,0.12903225806451613
White  Spot,"I like echo spot. I bought it to use as an alarm clock. One negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. In this case a clock with buttons seems to work better",0.11827956989247312
White  Spot,I used it as an alarm clock  i lov it,0.0967741935483871
White  Spot,Excelente su funcionamiento y llama la atención la rapidez de respuesta y el control que se logra a través de la utilización con Alexa. Me sorprendió gratamente. Muy recomendable.,0.08602150537634409
White  Spot,I returnef this item because it does not speak Spanish,0.07526881720430108
White  Spot,Not happy with the Spot.  Reset numerous times.  Seems to be in slow mode.  Have to be practically on top of it for it to hear me.  Even after talking with support I still do not have “themes” in the menu to choose from!,0.06451612903225806
White  Spot,I haven't figured out how to make or receive calls.  Device tells me I need to register and I do not know what to do.,0.06451612903225806
White  Spot,"Honestly it's no different from the Echo dots I already own,  other then occasionally seeing the lyrics to a song I'm listening too i really don't see the difference.",0.053763440860215055
White  Spot,"Great product EXCEPT there is no possible way for it to act as a clock the displays the time PERMANENTLY.  When in 'Clock' mode, the screen rotates between the clock face and a 'Things to Try' screen.  I intended on buying several units for my house, but I do not need a screen in the house that is permanently trying to upset me.  Acting as clock should be a BASIC feature of the Echo Spot.  How could you get this wrong, Amazon??  #FAIL",0.021505376344086023
White  Spot,"This product currently has two related software flaws that make it completely unusable:1) There is a &#34;card&#34; on the homescreen called &#34;Things To Try&#34; -- it's an ad for other Alexa services you can try. You can turn off all the other homescreen cards, but not this one.2) By default, the homescreen cards &#34;cycle&#34; automatically, which is incredibly annoying. There is a setting where you can opt to have the cards only &#34;cycle once&#34; instead of &#34;cycle continuously&#34;, but critically *this setting does not work*. My unit has been set to &#34;cycle once&#34;, and the cards still continue to cycle all the time. Have rebooted the device, re-set, etc etc.Until these two obvious software issues are fixed, in my opinion the product is useless.",0.010752688172043012
White  Spot,"This product is a complete waste of money. When you ask Alexa a question ""she"" either doesn't know the answer, gives you the wrong answer or finds information off of Wikipedia!",0.010752688172043012
White  Spot,After only a couple of days Alexa did not answer. I have disconnected and will see if it does any better after reconnecting.,0.0
White  Show,Love it!,0.9358974358974359
White  Show,"My daughter has an Echo Show and she told me how much she loved it. I bought a white one for my kitchen and absolutely love it!  It has all the features of the others plus great extras. The sound system is awesome. I also own the original Echo Tower, Dots and Spot. Each are great and have their uses around my house. I highly recommend all of these products.",0.9358974358974359
White  Show,great love it,0.9230769230769231
White  Show,"Love my Echo Show. Alexa is amazing and now on the Show &#34;she&#34; can display lyrics, photos, etc. The speakers are amazing and fills the room. Bought on Prime Day so got a great deal, so worth it.",0.9230769230769231
White  Show,Great addition to our Alexa family. Great video also.,0.8846153846153846
White  Show,Works on great i  use it with my Arlo security system,0.8846153846153846
White  Show,Great sound,0.8717948717948718
White  Show,Love it!! Still learning all the possibilities.,0.8589743589743589
White  Show,Great sound and video!,0.8589743589743589
White  Show,It's great sound and video quality,0.8589743589743589
White  Show,"quite nice...clear, great sound.",0.8589743589743589
White  Show,love the Echo show great in  kitchen  for recipes,0.8589743589743589
White  Show,"Got this as a gift... so cool!  I can view my news, recipes or shopping lists.  And much more!!!",0.8333333333333334
White  Show,Super easy set up! Great features! FUN!,0.8205128205128205
White  Show,awesome product! I am in the process of having every room in my house set up with automation and The Show is now my favorite device!,0.8205128205128205
White  Show,Echo Show is perfect for staging in the kitchen so recipes are right there. No need to print them. Wonderful device. Acoustical sounds are not as powerful as our tall cylindercal echo but we have that covered in the adjacent family room.,0.8205128205128205
White  Show,"Love being able to see, as well as hear things.  Sound is better, too!",0.782051282051282
White  Show,Device has great speakers and the screen quality is phenomenal.,0.7435897435897436
White  Show,"Excellent to listen to my music, my audio books, and look all my cameras in and around my house.",0.7435897435897436
White  Show,This is the best of my echo devices and I own a spot a dot and echo,0.7435897435897436
White  Show,"Love the echo show, can keep I can video chat with the kids and grandkids. I have it in the kitchen, so when I run out of something I have Alexa to add it to my grocery list. I use it for everything. Was very easy to set up",0.7307692307692307
White  Show,"Love my Echo Show!! Now I can listen to music, get recipes, and so much more!!! I highly recommend the Echo for everyone!!",0.717948717948718
White  Show,"Used to have fun with. Great to play music, turn on lights and who know what else.",0.717948717948718
White  Show,"I’m just learning about this product, but what I know I love !",0.717948717948718
White  Show,Needs to play YouTube and prime video and maybe Netflix. But it has good sound,0.6538461538461539
White  Show,Love it,0.6538461538461539
White  Show,Love being able to read the lyrics of my favorite songs.,0.6410256410256411
White  Show,Echo Show is my personal assistant! Awesome!!!,0.6410256410256411
White  Show,It is so easy to use and is everything I hoped for,0.6410256410256411
White  Show,"So far so good,  much better sound than my Echo Dot",0.6153846153846154
White  Show,Love the echo show,0.6025641025641025
White  Show,Good smart home gadget.,0.5897435897435898
White  Show,"Easy to use, Answers all my questions,Hands free, What's not to like , It may not be perfect but it is  a sign of the times to come, can be connected to smart home items, I enjoy it totallly,, Keeps your home connected",0.5769230769230769
White  Show,I love this so much!! Alexa is even better when she can show you things!,0.5641025641025641
White  Show,"An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.",0.5512820512820513
White  Show,Bluetooth sound is great. Videos are crazy. It’s an amazing device.,0.5384615384615384
White  Show,Really easy to use,0.5384615384615384
White  Show,"This product is even better than I imagined. I love the timer setting, it reminds me to put the clothes in the dryer if i ask it to, and i love shopping list feature.  My family enjoys the games too! It’s made my life a little more easy! Alexa is my personal assistant. :)",0.5256410256410257
White  Show,Purchased as a more &#34;personal&#34; contact vehicle for engaging with long distance grandchildren. Works perfectly in every regard. Resolution and sound both better than expected. Highly recommend.,0.47435897435897434
White  Show,I like the echo show its the best! big screen you can watch movies preview from the movie and alexa will answer all your question you name it.,0.44871794871794873
White  Show,"So far, I like it.  It is better than I expecting it.",0.44871794871794873
White  Show,"We like it a lot, sound is better than the original echo, the bass feels deeper.  The screen is cool, though, havent got a lot of use out of it though.",0.4358974358974359
White  Show,"It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!",0.4230769230769231
White  Show,"I love the idea is the star trek computer at home. The skills are great, but the natural language work is mediocre.",0.4230769230769231
White  Show,While I loved Alexa....this is a whole new level. Love it. Fun to watch movie trailers. Weather is so much more complete. When you listen to music....the lyrics appear. Still discovering all Echo Show can do. Highly recommend. Takes Alexa to a completely new world.,0.4230769230769231
White  Show,"This thing is a lot cooler than I thought it would be.  I mostly have used it to read me audiobooks, but I also love that I can see into the camera while I'm at work.",0.38461538461538464
White  Show,"Love it very much, still learning everything that my Echo can do, but am really enjoying the whole process.",0.3717948717948718
White  Show,Love it!  We have other echoes and love those so I bought this on prime day!  No regrets.  Love that I can connect to my Ring and see the front door.  Yhe kids like seeing the lyrics to songs and sing along. .,0.3717948717948718
White  Show,Very excited to see what it can do,0.34615384615384615
White  Show,Still learning about the Echo show but so far we love it. My 9 year old loves to cook and especially with his Aunt that lives out of state and now he can connect with her and they cook together.,0.32051282051282054
White  Show,"Upgraded from an original Echo on Prime Day and so far I love it. I'm sure I have a long way to go to maximize its utility,  but for now I owe my marked increase in lyrical knowledge to this thing. Who knew Post Malone actually used words?!",0.3076923076923077
White  Show,I use this to control my smart home.,0.2948717948717949
White  Show,Echo Show - White&nbsp;Great new addition to our Alexa home solution and now I can call back home and video chat directly from my phone. Great way to stay in touch with family.,0.2948717948717949
White  Show,"We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking",0.28205128205128205
White  Show,I have not had it very long. It's my first Alexa thing. I sure like what I have done with it so far there is a lot to learn and play with,0.28205128205128205
White  Show,Absolutely love it! I use it for everything!I tell my friends and clients that it’s the daughter I never had. I ask her to do something and she doesn’t complain! I wish I bought the 2package deal :( I truly needed one in my work room. I kick myself for it.,0.2692307692307692
White  Show,"Love the product idea. Super easy to set up & get started, a breeze to do routine tasks (set alarms, timers, add items to shopping/to do lists, play music, get news, just about anything it's supposed to do). The sound is good where Imhave it sitting, not tinny at all as some have found. There is one thing I HATE & it would keep me from recommending it to anyone - you cannot delete from the nice screen the continually running suggestions of what to ask Alexa. Unless you have her turn off the screen totally which I do when I go to bed. And it's too bad bc it's like a continuously running advertisement or set-up guide. Not attractive. The echo show was on sale prior to Prime day for less than the Echo, so I figured I was getting a great deal for my money when trying to decide which device to start out with. Because of the ever present script it's not a nice device to look at, I would not buy it again, or recommend - go with the Echo. I may still exchange the product.",0.2564102564102564
White  Show,"I purchased the ""Show "" to keep in touch with my daughter and her family after their recent move half way across the country.  It is wonderful seeing their faces during our conversations.",0.2564102564102564
White  Show,Bought for my older grandparent to help with reminders. Would recommend to anyone with someone in their life with dementia or memory loss. Helps my grandmother remember to take medications and do daily task. She loves it because she can listen to music and ask questions,0.2564102564102564
White  Show,We like the video calling feature. We got this so we can be in contact with our elderly parents and it works well,0.23076923076923078
White  Show,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",0.23076923076923078
White  Show,"I love this product.  I'm not very computer literate but everything is voice controlled.  I use this to keep in touch with my daughter, she lives out of town.  Now we just drop in on each other. It's like we are living net door to each other.",0.21794871794871795
White  Show,Only problem is my slow internet. I really like the speaker on it. Having tons of fun with it,0.20512820512820512
White  Show,Upgraded from echo to echo show.,0.1794871794871795
White  Show,Very pleasedSimple to figure out,0.16666666666666666
White  Show,Can’t change voice of Echo,0.1282051282051282
White  Show,"just what I expected,already have 2 other  shows",0.11538461538461539
White  Show,"I like the fact that the messages are visual now as well as audible.I am puzzled because it will light up and make the &quot;notification&quot; sound but when I ask Alexa to read my notifications, she tells me that there are no new notifications.  This has happened at least once a day for over a week now.",0.11538461538461539
White  Show,"I basically use it to play music  and tell me the news..its sometimes hard to communicate with it, if i dont say the command correctly, but i realize its learning my style of speaking and will do some commands even though i dont say them exactly as i should.",0.10256410256410256
White  Show,"Alexa is pretty dumb ,,,",0.08974358974358974
White  Show,"I bought it to go with my security camera system, but it did not perform like I thought it would. It doesn't alert us when someone is at the door. Also, I can't talk to the person at the door through the echo show, only through my cell phone.",0.07692307692307693
White  Show,"Works fine, I just realize I don’t need this because I don’t use it.",0.05128205128205128
White  Show,"Always wanted one,till I got one, it's not at all what it's cracked up to be, it's hard to navigate I actually like the dot better.",0.05128205128205128
White  Show,"Do not understand all the excitement over these alexa devices or the google ones either.  It rarely gets what I say correct, does not control the Dish receiver.  Yes I set it up correctly, using the alexa app on my phone.  We got this for 129,  which is a good deal, ti is definately not worth the 229 price though.  Maybe in another month it will get better, or either I have one that is just deaf and dumb.  Really can not recommend this item at the current time",0.02564102564102564
White  Show,No YouTube,0.02564102564102564
White  Show,The tech isn’t there. It doesn’t understand most common words and is basically a glorified radio,0.02564102564102564
White  Show,The sound on these is terrible. It’s like a tin can. I love my echo but this item is awful.,0.01282051282051282
White  Show,Very disappointed.  Alexa doesn’t hear me and doesn’t respond to my requests.,0.0
White  Plus,Nice toy to have around!,0.9402985074626866
White  Plus,Love it!,0.8955223880597015
White  Plus,Love this!,0.8955223880597015
White  Plus,"I love my echo plus. I use it with my Spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. Most importantly it reads story to my children.  They love it and that makes me happy.",0.8955223880597015
White  Plus,"I like the built in hub. Plus the unit sounds great, just wish it had a volume control on it.",0.8805970149253731
White  Plus,very nice! everything is working fine. just have to 100% learn the commands,0.8656716417910447
White  Plus,Worked great. The built in hub works great.,0.8656716417910447
White  Plus,This is our first Alexa.... we love it!!,0.8507462686567164
White  Plus,Love this product!!,0.835820895522388
White  Plus,"It was an excellent purchase. Echo Plus has sound quality, good size, I love it... I it!",0.8208955223880597
White  Plus,"Great device, my grandkids had a ball setting it up for me!",0.8208955223880597
White  Plus,Great speaker i n this! I love this so much more than my alexa tap! It’s definitely fast in response and just so much prettier,0.8059701492537313
White  Plus,Happy with Echo Plus. Having fun learning what I can do with it.,0.8059701492537313
White  Plus,Awesome device to have in home.  Full of very useful information.  Don't have to us e my phone to answer spur of the moment questions.,0.7761194029850746
White  Plus,My first smart buy..I am loving it and all the great things Alexa can do.,0.746268656716418
White  Plus,Easy to set up and works like it's supposed to.,0.7164179104477612
White  Plus,"I love my Echo Plus and have cousins from Italy here visiting and they love it.  I want to give them each one, however will it work for them in Italy. someone please answer my question ASAP.",0.6865671641791045
White  Plus,"I love it, in my living room",0.6716417910447762
White  Plus,Easy to install,0.6417910447761194
White  Plus,Have had this around a week.. I love that I can control items in my house even if I’m not there.. makes me feel better about being away from the house and people don’t know that we are gone.. Alexa has not disappointed!,0.6119402985074627
White  Plus,It is fantastic.,0.5970149253731343
White  Plus,The Echo Plus is used for leisure and pleasure. I absolutely love it. Easy to set up and connect. What a great addition to my listening pleasure. I have not used it yet for other purposes.,0.5970149253731343
White  Plus,Easy setup very fun to use. Connects with all my smart home appliances,0.582089552238806
White  Plus,I love it. Use it mostly for the music huge repertoire to choose from,0.582089552238806
White  Plus,What a blast!  We love Echo...  Just learning all the tricks but lots of fun and helpful too!,0.582089552238806
White  Plus,Better than expected!,0.5671641791044776
White  Plus,We love it! Bought the light bulbs as well and we use it daily!,0.5671641791044776
White  Plus,Nothing to dislike I love my new toy that has made my house a smart home.,0.5522388059701493
White  Plus,Pretty cool. I have only begun to figure out things she does.,0.5522388059701493
White  Plus,"Besides being fun, it also has many practical aspects--a real bonus for those with vision issues!",0.5373134328358209
White  Plus,I really haven’t found any difference between this and the original version I bought. They both work great,0.5074626865671642
White  Plus,"I purchased the Echo Plus with built-in hub during Prime Days sale. It was delivered very fast and was easy to link to my WiFi. Also connected it to a smart plug to control a light. I love telling Alexa to play music, and she hears me from 2 rooms away. Excited to learn new uses for it.",0.4925373134328358
White  Plus,"So far using it for lights and music. Will connect my tv, vacuum and doorbell soon. Love it!!!!",0.44776119402985076
White  Plus,"Alexa is a decent speaker if that's all you need. She is terrible at most other things. She consistently answers questions that were not asked or says &#34;hmmm I don't know that&#34; for everything else. We've gone back to just using our phones because she can't really look anything up. Pretty much everyone makes fun of me for spending money on this when I had an awesome Bose bluetooth already. I bought her because my mother (who lives alone) uses hers a lot and is happy with it, but we have a full house with kids and I'm less than impressed. I'd never recommend it to anyone except for senior citizens who love alone and need to be able to shout out for help in the event of a fall.",0.44776119402985076
White  Plus,Home entertainment.,0.417910447761194
White  Plus,Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,0.40298507462686567
White  Plus,"Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.",0.40298507462686567
White  Plus,The sound of the speaker is better than the other Echo I own!,0.3880597014925373
White  Plus,"Get this in white. I bought it for my girlfriend in white and I wish I had it in white now. Alexa is one of those devices you will always use and miss when it's not around. I find new uses for Alexa every day. I've Incorporated this device into so many parts of my daily life. As Alexa learns more I learn more. She's my alarm clock, she reminds me of important dates. I'm constantly asking her for information like travel, entertainment, science, history, politics Etc. She turns on and off lights, she's the core of my smart home.",0.3880597014925373
White  Plus,I did not know it needed to be plugged in to work. So far my experiences have been positive.,0.3880597014925373
White  Plus,Holy sound quality batman! This thing jams. It's insanely helpful and just a nice gadget to have around.,0.3880597014925373
White  Plus,Very easy to set up and use. Slowly adding devices to truly make our house a smart home. Both Alexa and I are learning what we can do.  With each new item I am happier that I made the purchase.  So far my only regret is I didn’t do it sooner.,0.3582089552238806
White  Plus,It is as if we are having a conversation with another person.  Instantaneous response.  And the fact that it catches your command even when you're far from it is simply just amazing.,0.34328358208955223
White  Plus,"It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.",0.3283582089552239
