rating,variation,verified_reviews,feedback,review_len,Rn,Rp,Rs,Rc,Rd,Rsc
5,Black,"The refurbished echo for has been wonderful. I purchased this for my mother. She loves the ability to contact me without a phone, listen to music, weather, and ask questions. It's been a wonderful gift and works excellently with no problems",1,41,0.17873456448402386,1.0,1.0,0.027649769585253458,0.0,0.9707
4,Black,goes great with our echo,1,5,0.1495132204502473,0.8,0.75,0.0038402457757296467,0.0,0.6249
5,Black,Works great just like the new one that i already had.,1,11,0.0,0.4681818181818182,0.6022727272727273,0.008448540706605223,0.0,0.765
5,Black,"Very fast service,  got what I ordered. Thank you",1,9,0.0,0.26,0.78,0.0069124423963133645,1.0,0.3612
5,Black,Love it even though I’m still trying to figure out all the other things I can do with this item it works great with my phone.,1,26,0.10913161518193906,0.39166666666666666,0.5750000000000001,0.018433179723502304,0.0,0.8519
5,Black,"I have 2 Echos, one I bought brand new and the other is a refurbished one.Honestly, I can't tell the difference in performance and looks.",1,25,0.053816382122371324,0.005681818181818177,0.4147727272727273,0.016129032258064516,0.0,0.0
5,Black,A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!,1,12,0.16753442608051072,0.9,0.875,0.009216589861751152,0.0,0.8959
5,Black,It works,1,2,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0
1,Black,Does not work all the time,0,6,0.18555010348001655,0.0,0.0,0.004608294930875576,1.0,0.0
5,Black,of course!,1,2,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0
5,Black,You could not tell this was refurbished. Works Excellent. I would highly recommended instead of purchasing new.,1,17,0.0,0.43212121212121213,0.6648484848484849,0.013056835637480798,0.0,0.6997
5,Black,I got this for my mom . She loves it !,1,11,0.21203525007978963,0.0,0.0,0.008448540706605223,0.0,0.6114
5,Black,I love my echo dot! Looks brand new and works perfect! Very satisfied.,1,13,0.24675795765312195,0.602840909090909,0.7636363636363637,0.009984639016897081,0.0,0.9114
5,Black,Same as new,1,3,0.0,0.06818181818181818,0.2897727272727273,0.002304147465437788,0.0,0.0
5,Black,I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected,1,71,0.045728046591511626,0.12285714285714286,0.5485714285714286,0.029953917050691243,1.0,0.6059
5,Black,"Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha",1,53,0.15098976913190232,0.16,0.33444444444444443,0.03533026113671275,0.0,0.7906
4,Black,Love my two echo dots but the third one we ordered to give as a gift had a defective speaker.  The return process still isn't done and has already taken weeks.,1,31,0.18539021261225633,0.25,0.3,0.02304147465437788,1.0,0.3818
1,Black,I've already returned it.,0,4,0.0,0.0,0.0,0.0030721966205837174,1.0,0.0
4,Black,"Works good. However, the price went down the week after I purchased it.",1,13,0.20622785579999522,0.2722222222222222,0.44444444444444453,0.009216589861751152,1.0,0.4404
5,Black,Looks and performs as new.  No complaints!,1,7,0.0,0.17045454545454544,0.45454545454545453,0.005376344086021506,0.0,0.3716
4,Black,"This refurbished item was fine,but I wasn't aware that there is a fee for having other echos set up in the rooms.  However, it was missing the cordThank you",1,29,0.14643282962809553,-0.025000000000000005,0.225,0.020737327188940093,0.0,-0.296
5,Black,These are great. I bought one and then bought another right away. Grab a few of these and a few smart switched and you're set with smart home capabilities for under $150. Highly recommended.,1,34,0.03054298650367562,0.18204081632653063,0.47306122448979593,0.021505376344086023,0.0,0.8908
1,Black,Bought 2 and both quit connecting to wifi and responding to voice within 9 months. Hard and soft reset will not fix the problem.,0,24,0.1647269828794706,-0.09583333333333334,0.4458333333333333,0.016129032258064516,0.0,0.2163
5,Black,I bought it because everyone was saying how much they love theirs. But I have no need for it. I only used it once. The volume was not loud enough for me when I played music while I was on my treadmill. So I rather use my tower speaker which is 3xs louder.,1,53,0.09529489645853477,0.12999999999999998,0.62,0.03302611367127496,0.0,0.4404
5,Black,Worked like new.  Will do it again.,1,7,0.0,0.13636363636363635,0.45454545454545453,0.005376344086021506,0.0,0.3612
5,Black,Great Product fast shipping,1,4,0.0,0.5,0.675,0.0030721966205837174,1.0,0.6249
5,Black,Good as new!! Just like brand new! Save yourself some money. Get one!,1,13,0.17762224011896818,0.3753787878787878,0.503030303030303,0.009984639016897081,0.0,0.8679
5,Black,Adding more rooms for convenience,1,5,0.0,0.5,0.5,0.0038402457757296467,0.0,0.0
4,Black,"Nice. It works good.Some times is not easy to recognize your voice and you have to repeat several times, some time almost screaming.",1,23,0.11655534110314764,0.12777777777777777,0.6111111111111112,0.016897081413210446,1.0,-0.2294
5,Black,"I took a chance on a certified refurbished unit for $29. Looks brand new...no excuses or disappointments. 5 minute trouble-free set up! Effortless bluetooth speaker connectivity through the Alexa App on my iPhone was flawless. Listening to my favorite tunes through a Bose Bluetooth setup and couldn't be happier. Walk through the door and just ask Alexa to: &#34;Play 80's music&#34; and viola... instant atmosphere! No more opening the iPad, going to settings, turning on bluetooth and then accessing the Pandora app. It just makes things so effortless. A true joy right out of the box! If I didn't discover any other uses for this fine piece of technology it was worth every penny!",1,114,0.2122406630444043,0.3423809523809524,0.5527380952380951,0.0706605222734255,0.0,0.9053
5,Black,Alexa's sister (my second dot),1,5,0.47362533756318825,0.0,0.0,0.0038402457757296467,0.0,0.0
5,Black,"Love my Alexa Echo Dot - I have two of them now - one new, one refurbished.  Both work great and it has become my go to for sooo many things.  I love it as an alarm every morning or whenever.  I love it to play music or sounds of the ocean, or nature sounds when I am trying to sleep.  Just love it for so many things.",1,68,0.06438523551257719,0.49204545454545456,0.5755681818181818,0.03686635944700461,0.0,0.9716
5,Black,Love it. It's like having a second wife.,1,8,0.22287042926571585,0.25,0.3,0.006144393241167435,0.0,0.7717
1,Black,So far not impressed at all. Does not save groups correctly can not understand me most of the time I'm not sure what the excitement is all about. Alexas voice sounds like it's under water how am I supposed to understand!!!!I'm going to return and try a google home!!!,0,49,0.0501278460686509,-0.0970703125,0.8472222222222222,0.03379416282642089,1.0,-0.4359
5,Black,"Works great, can't tell it was refurbished and set up in kids mode.  I have 3 in my home and will be adding more. I love these things.",1,28,0.11537170272590423,0.6,0.6166666666666667,0.019201228878648235,0.0,0.8617
1,Black,"great product, but useless overall. Too many unnecessary features. Unless you have a smart home you don't need it",0,19,0.1015087046547934,0.10238095238095239,0.4988095238095238,0.013824884792626729,0.0,0.34
5,Black,Worked just as good as the two new Echo Dots i preciously purchases.,1,13,0.0,0.4454545454545455,0.6848484848484849,0.009216589861751152,0.0,0.7269
4,Black,I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,1,35,0.18819019050630673,0.5,0.6,0.02457757296466974,0.0,0.8834
4,Black,I bought it mainly to be a speaker when playing music or videos on my phone. Not working for me. Read instructions but not working for me.,1,27,0.12553179460083047,0.16666666666666666,0.3333333333333333,0.018433179723502304,0.0,0.1027
1,Black,Bought this for my son and it didn’t work. He had to return it.,0,14,0.10436890712282713,0.0,0.0,0.010752688172043012,1.0,0.0
5,Black,Very.god,1,1,0.0,0.0,0.0,0.0007680491551459293,0.0,0.0
3,Black,I like my uncle. But sometime it goes a little Haywire,1,11,0.0,-0.1875,0.5,0.008448540706605223,0.0,0.1901
5,Black,I purchased this refurbished.  Works just like brand new.  3 minute set up. Very easy.  Now I have echo dot that I can command to start playing music for my backyard deck sound system.,1,34,0.30211894922708166,0.36656565656565654,0.6181818181818182,0.02457757296466974,0.0,0.7574
5,Black,"Worked as it should, still need to figure out how to link to other devices though, only set up Sonos which was pretty easy. Not the products fault, just have not had time to figure it out.",1,37,0.025813994155570844,0.13958333333333334,0.8020833333333334,0.02457757296466974,1.0,0.8104
4,Black,"Works very well, but the microphone don&#34;t pick up as well as the full size echo.  Audio quality is okay for the size.",1,23,0.24854472849896375,0.35000000000000003,0.45,0.015360983102918587,1.0,0.6904
5,Black,Works great as a BT receiver with output connected to vintage stereo equipment.,1,13,0.1095023197716553,0.8,0.75,0.009984639016897081,0.0,0.6249
5,Black,"Working great this far.  Can't tell it's not new.  Will edit for longevity in a year, that's the real test.",1,20,0.1622720658292436,0.25795454545454544,0.6261363636363637,0.015360983102918587,0.0,0.6249
5,Black,Amazing,1,1,0.0,0.6000000000000001,0.9,0.0007680491551459293,0.0,0.5859
5,Black,i love everything,1,3,0.0,0.5,0.6,0.002304147465437788,0.0,0.6369
5,Black,Works like a new one.  Can tell the difference from the new one I bough and the refurbished one.,1,19,0.0,0.13636363636363635,0.45454545454545453,0.01152073732718894,0.0,0.3612
5,Black,This is just like new -- same performance as our brand new one; no problems.,1,15,0.07937017695788406,0.0909090909090909,0.3446969696969697,0.010752688172043012,0.0,0.5801
2,Black,The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.,0,22,0.2927528904770156,0.0,0.0,0.016129032258064516,1.0,0.0
5,Black,Love it.  Great product,1,4,0.3477833979429322,0.65,0.675,0.0030721966205837174,0.0,0.8519
3,Black,"I love Alexa, but the sound on the dot is not the best. I own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a SIGNIFICANT difference in sound. The dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. I was REALLY disappointed. I returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also.",1,79,0.4078929452106046,0.22576530612244897,0.5364795918367348,0.04608294930875576,1.0,-0.7462
5,Black,"Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it.",1,19,0.0,0.5,0.6,0.013824884792626729,0.0,0.7783
1,Black,cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.,0,24,0.1496300609860718,0.125,0.6944444444444444,0.016897081413210446,1.0,-0.2411
5,Black,Absolutely love it!,1,3,0.0,0.625,0.6,0.002304147465437788,0.0,0.6989
1,Black,product stopped working after return time ran out,0,8,0.3327866904905205,0.0,0.0,0.006144393241167435,1.0,-0.2263
5,Black,Second Dot work great for refurbishedThought it was new,1,9,0.3168858684949455,0.31212121212121213,0.40151515151515155,0.0069124423963133645,0.0,0.6249
5,Black,Love these guys they work so great,1,7,0.0,0.65,0.675,0.005376344086021506,0.0,0.887
3,Black,Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.,1,26,0.12106005522186788,0.125,0.5833333333333334,0.019201228878648235,0.0,-0.4497
4,Black,It works,1,2,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0
3,Black,So far so good,1,4,0.0,0.39999999999999997,0.8,0.0030721966205837174,0.0,0.6213
5,Black,"Works perfectly, Alexa turns on and off my lights, my tv, roomba!",1,12,0.2324245605007317,1.0,1.0,0.008448540706605223,0.0,0.6696
3,Black,Has weird pauses in her speech pattern that are not present in my other echo devices.,1,16,0.21151414726453008,-0.20833333333333334,0.4583333333333333,0.01152073732718894,0.0,-0.1779
1,Black,not working,0,2,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0
1,Black,I returned 2 Echo Dots & am only getting refund for 1. I returned 2 in one package. I want my refunds for both of them. They are in the same package. Can you not see them both???!!!,0,38,0.09284230316371946,0.0,0.5625,0.023809523809523808,1.0,0.4051
5,Black,Worked as promised.,1,3,0.0,0.0,0.0,0.002304147465437788,0.0,0.3612
5,Black,"Bought this for the guest room.  It's a radio, alarm clock, information​ center and so much more.",1,17,0.5032190184972061,0.2,0.3,0.013056835637480798,0.0,-0.34
5,Black,Great buy. Bought this to go with my Echo and love it. The speaker isn’t the best for music but works great in a kitchen for timers or alarms.,1,29,0.17522151132558395,0.7749999999999999,0.6000000000000001,0.021505376344086023,0.0,0.8945
3,Black,Gift for my man. He doesn’t like that you have to plug it in and the pictures do not show the cord. Would prefer it cordless. Still works though for the purpose we bought it.,1,35,0.12465151418683734,0.0,0.0,0.023809523809523808,0.0,0.6597
1,Black,This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.,0,31,0.201454883045639,-0.037500000000000006,0.025,0.021505376344086023,1.0,-0.0258
5,Black,Works perfect. Save a few bucks and buy the refurbished. Looks brand new.,1,13,0.08696521687489099,0.31212121212121213,0.5181818181818182,0.009984639016897081,0.0,0.7845
5,Black,But not very loud,1,4,0.0,-0.038461538461538464,0.6153846153846154,0.0030721966205837174,0.0,0.0
4,Black,"For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker.",1,46,0.08094522076229013,0.3310606060606061,0.6646464646464646,0.029953917050691243,0.0,0.9127
5,Black,Works great! Looks brand new! Love my new echo dot. I will be getting them for all the main rooms in the house.,1,23,0.13203953544492808,0.39469696969696966,0.5184848484848485,0.016897081413210446,0.0,0.8715
4,Black,Works just fine.,1,3,0.0,0.4166666666666667,0.5,0.002304147465437788,0.0,0.2023
5,Black,This one's going in the kitchen for timer/music duty.,1,9,0.3775836504710483,0.0,0.0,0.0069124423963133645,0.0,0.0
5,Black,Works great no different than the new ones,1,8,0.0,0.31212121212121213,0.6015151515151516,0.006144393241167435,0.0,0.4404
5,Black,I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.,1,31,0.0,0.3038095238095238,0.43380952380952376,0.021505376344086023,0.0,0.9314
1,Black,Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,0,20,0.1710184225670553,0.0,0.0,0.014592933947772658,0.0,-0.296
5,Black,I sure love Alexa!  LOL!  Thank you!  Great price and product!,1,11,0.2086459757221158,0.78125,0.7347222222222223,0.008448540706605223,0.0,0.9572
5,Black,I love it works very well,1,6,0.0,0.35,0.44999999999999996,0.004608294930875576,0.0,0.7645
5,Black,It works,1,2,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0
2,Black,Doesn't always respond when spoken to with promp word. I thought it would connect to my echo upstairs and use it like an intercom haven't been able to do that.,0,30,0.11383716944614454,0.5,0.625,0.020737327188940093,0.0,0.3612
1,Black,Dont trust this....,0,3,0.0,0.0,0.0,0.002304147465437788,0.0,-0.4023
5,Black,Awesome. I love Alexa.,1,4,0.0,0.75,0.8,0.0030721966205837174,0.0,0.8519
5,Black,"Great for my office. I use this daily in many ways, to include spelling for me and background music.",1,19,0.12855691875301953,0.43333333333333335,0.4166666666666667,0.013824884792626729,0.0,0.6249
5,Black,Perfect condition! I love my echo,1,6,0.16471435773878224,0.75,0.8,0.004608294930875576,0.0,0.8478
5,Black,Almost like having Star Trek in your home!  Fun to try and outsmart !,1,14,0.15088754819715886,0.375,0.2,0.010752688172043012,0.0,0.7262
1,Black,"Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.",0,50,0.09818324001826799,0.21666666666666665,0.6166666666666667,0.028417818740399385,0.0,0.7094
5,Black,It works great and sounds good!,1,6,0.0,0.8375,0.675,0.004608294930875576,0.0,0.807
3,Black,The speakers arent too loud.. alexa is great though. Besides that naw,1,12,0.061142178820388964,0.45,0.775,0.009216589861751152,0.0,0.6249
5,Black,Love it. Beautiful experience especially if hooked to smart lighting and other accessories.,1,13,0.0,0.28785714285714287,0.7235714285714285,0.009984639016897081,0.0,0.8957
4,Black,love it,1,2,0.0,0.5,0.6,0.0015360983102918587,0.0,0.6369
4,Black,Refurbished is the way to go. My Echo works just like new.,1,12,0.1442736466762403,0.13636363636363635,0.45454545454545453,0.009216589861751152,0.0,0.3612
2,Black,Poor quality. Gave it away.,0,5,0.0,-0.4,0.6,0.0038402457757296467,0.0,-0.4767
5,Black,"We just got this within the last couple of weeks, from what we can tell no issues! My son wanted and &#34;alexa&#34; for his 6th birthday so she could tell him jokes, he could ask her questions and to listen to music she does all of that and more. We all enjoy this one so much that I just bought a second one this week during Prime Deals Day!",1,69,0.09035001389958758,0.22000000000000003,0.2533333333333333,0.041474654377880185,1.0,0.5924
5,Black,"Six words, &#34;Alexa, tell me a poop joke.&#34;",1,8,0.1379270549805253,0.0,0.0,0.006144393241167435,0.0,0.0
4,Black,Divertido,1,1,1.0,0.0,0.0,0.0007680491551459293,0.0,0.0
5,Black,I Love it!!!!,1,3,0.0,1.0,0.6,0.002304147465437788,0.0,0.7482
5,Black,Fast shipping and works well,1,5,0.0,0.2,0.6,0.0038402457757296467,1.0,0.2732
1,Black,I'm an Echo fan but this one did not work,0,10,0.18231623340770328,0.0,0.0,0.007680491551459293,0.0,0.1655
5,Black,Never would know it was refurbished.,1,6,0.0,0.0,0.0,0.004608294930875576,0.0,0.0
5,Black,Good price. Prompt shipping. Has been working flawlessly.,1,8,0.11494894843378459,0.85,0.8,0.006144393241167435,1.0,0.5719
4,Black,"There's room for improvement on this. For the price, I cannot complain too much. I can still complain however, the audio is terrible. This is kind of like listening to a speak-n-spell from the 80s.",1,35,0.14315066795141987,-0.0666666666666667,0.7000000000000001,0.02304147465437788,0.0,0.182
5,Black,Have had an larger echo for some time and love it. Bought this one for another portion of the house since we have several wifi home devices and we wanted to voice control them from all over the house.,1,39,0.14844237619725367,0.16666666666666666,0.3666666666666667,0.026881720430107527,1.0,0.6369
5,Black,A great buy,1,3,0.6006908811034013,0.8,0.75,0.002304147465437788,0.0,0.6249
5,Black,Was Leary about refurbished but work great.,1,7,0.0,0.8,0.75,0.005376344086021506,0.0,0.7684
5,Black,Great,1,1,0.0,0.8,0.75,0.0007680491551459293,0.0,0.6249
5,Black,"Exactly like new, can tell the difference from my new dot I got prior to this one, works perfectly. LOVE Alexa",1,21,0.04637012832380794,0.20454545454545453,0.35181818181818186,0.016129032258064516,0.0,0.9124
5,Black,Works perfect no wear and tear on the device I love Alexa working on making my home smart 😂,1,19,0.25107446418336876,0.5714285714285714,0.7476190476190476,0.013824884792626729,0.0,0.9062
5,Black,Works good,1,2,0.0,0.7,0.6000000000000001,0.0015360983102918587,0.0,0.4404
4,Black,The only thing I don't like is it shuts off by itself other than that it works great,1,18,0.06669991052398427,0.225,0.7083333333333334,0.013056835637480798,0.0,0.457
5,Black,"Excellent product, mint condition for a refurbished unit - you would never know it's been refurbished!",1,16,0.26065216725311774,1.0,1.0,0.01228878648233487,0.0,0.6114
5,Black,Love it was worried about the refurbished part at first but this being my first echo. It is awesome have used it for everything my lights since I work nights and shopping as well as for my spotify. And planning on getting it for my parents to help them out for everyday things we take for granted when we are young... I would recommend this to everyone!!!!,1,67,0.01117854610888585,0.3406901041666666,0.5444444444444444,0.039938556067588324,1.0,0.9673
5,Black,Love Alexa hope have her in every room soon.,1,9,0.2692705096544369,0.5,0.6,0.0069124423963133645,0.0,0.7964
5,Black,This is great! Got one for my Gazebo and one upstairs.,1,11,0.0,1.0,0.75,0.007680491551459293,0.0,0.6588
4,Black,Does everything I have asked it.,1,6,0.0,0.0,0.0,0.004608294930875576,0.0,0.0
4,Black,Works great ..good sound,1,4,0.324858140587069,0.6000000000000001,0.575,0.0030721966205837174,0.0,0.7906
4,Black,"I use this Echo to listen to music as well as a sort-of research tool. It can answer a variety of questions. I would like if the volume could go just a little bit louder, but I can't complain.I also believe it should have an internal power source. In order to use the Echo, it must be plugged in at all times using the universal charging cord. It would be nice to use the Echo Dot on the go without having to buy the other product.",1,86,0.14838547124558105,0.057499999999999996,0.375,0.04915514592933948,1.0,0.7184
5,Black,Love it!  Great fun!,1,4,0.38851482859913156,0.6,0.5166666666666667,0.0030721966205837174,0.0,0.9214
5,Black,Love it!,1,2,0.0,0.625,0.6,0.0015360983102918587,0.0,0.6696
5,Black,Love it just as good as a new one,1,9,0.0,0.4454545454545455,0.5515151515151516,0.006144393241167435,0.0,0.7964
5,Black,"I love you, Alexa!",1,4,0.0,0.625,0.6,0.0030721966205837174,0.0,0.6696
5,Black,Love,1,1,1.0,0.5,0.6,0.0007680491551459293,0.0,0.6369
5,Black,Have now used for several months without problem.,1,8,0.14510532436195892,0.0,0.0,0.006144393241167435,0.0,0.3089
5,Black,Iove it I bought it for my son because he wanted it and it’s awesome,1,15,0.10134127513024799,1.0,1.0,0.009984639016897081,0.0,0.6249
5,Black,Thanks,1,1,0.0,0.2,0.2,0.0007680491551459293,0.0,0.4404
1,Black,I wanted to use these as a radio and intercom as we get terrible fm reception where i live.  The speech recognition software is horrible.  My wife and i both are native Americans whose language is English she is from the north i am from Texas  neither have an accent from our birth area and yet it does not do a good job understanding us.  We bought two they do the same thing.  Additionally wifi reception was poor to marginal. I had to buy Wifi range extender for office and the other is ten feet from our router.  Both had problems Switched them around no difference.  So it they are now disconnected dust collectors.,0,114,0.15173703719542006,-0.18762626262626267,0.4666666666666667,0.06835637480798772,0.0,-0.9433
5,Black,This is my third Dot. They all work perfectly and I use each one multiple times a day. Absolutely love them.,1,21,0.06285792198590501,0.375,0.4,0.016129032258064516,1.0,0.8655
1,Black,Item has never worked. Out of box it is broken. Spent several days trying to get it working and running same &#34;fixes&#34; from Amazon. The only thing accomplished is I will never order another refurbished device.,0,36,0.06176627076319155,-0.049999999999999996,0.3541666666666667,0.02534562211981567,1.0,0.128
5,Black,I already have the echo plus.  Bought this one for my bedroom.  Love the functions.,1,15,0.1676208081712158,0.5,0.6,0.010752688172043012,0.0,0.6369
5,Black,Simple set up.  Music everywhere.,1,5,0.0,0.0,0.35714285714285715,0.0038402457757296467,0.0,0.0
5,Black,Worked just like a brand new Dot ---so I am very satisfied.,1,12,0.18908133945628156,0.3931818181818182,0.7272727272727273,0.009216589861751152,0.0,0.6801
1,Black,Great product but returning for new Alexa Dot.  Refurbished is already giving me problems with connection.,0,16,0.06152931163517604,0.4681818181818182,0.6022727272727273,0.01228878648233487,0.0,0.2732
5,Black,"I love the fact, that I can unplug it, and take it to my basement when I want do laundry.",1,20,0.18831415411560803,0.5,0.6,0.013824884792626729,0.0,0.6705
5,Black,Refurbished but just as good as the new ones that I've bought.,1,12,0.0,0.41818181818181815,0.5272727272727273,0.008448540706605223,0.0,0.5927
5,Black,Good as new,1,3,0.0,0.41818181818181815,0.5272727272727273,0.002304147465437788,0.0,0.4404
5,Black,Granddaughter loves it,1,3,0.0,0.0,0.0,0.002304147465437788,0.0,0.5719
4,Black,"The price is great.  Was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  Will buy some more. Want 1 in every room.",1,37,0.20131215003137298,0.3791666666666667,0.4875,0.026113671274961597,0.0,0.5844
5,Black,We have set up alexa to blue tooth speakers and enjoy listening to music outdoors.  Can't wait to try more new stuff using Alexa!,1,24,0.21849637590247434,0.2676136363636364,0.38863636363636367,0.016897081413210446,0.0,0.5411
5,Black,Works great!,1,2,0.0,1.0,0.75,0.0015360983102918587,0.0,0.6588
1,Black,"&#34;NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT &#34; I bought a &#34;Certified and Refurbished &#34; Echo Dot. This unit is very poor in receiving command and sometimes it does not even acknowledge the command. Never buy a refurbished Echo dot. The unit I received was probably never was certified and refurbished as indicated. I also bought a new ECHO dot, it works perfectly.Very disappointed !!!!",0,65,0.3386231877483512,-0.46121212121212124,0.6615151515151515,0.03917050691244239,0.0,-0.8253
5,Black,This is my first smart device and I will surely be buying other devices that will be compatible with this one.,1,21,0.0,0.20982142857142858,0.5600198412698413,0.014592933947772658,0.0,0.6808
5,Black,"Bought two of them and both work great. I'm not much on electronics running my home, but Alexa does all that I want and need to be done.",1,28,0.04242546174897208,0.35000000000000003,0.475,0.020737327188940093,0.0,0.4588
2,Black,The second one which was a refurbished model did work-at least not in my home.,0,15,0.17584943545249634,-0.15,0.2,0.01152073732718894,0.0,0.0
3,Black,Blue light blinks all the time,1,6,0.3508600154812301,0.2,0.39999999999999997,0.004608294930875576,1.0,0.0
4,Black,Overall it works very well. Some connectivity issues but it was definitely worth the money!,1,15,0.08261599388226515,0.19166666666666665,0.13333333333333333,0.010752688172043012,0.0,0.7838
1,Black,This Echo Dot is horrible. The volume on my phone is louder than than this device. My boss has one at this is not the case,0,26,0.17593097566385044,-1.0,1.0,0.016897081413210446,0.0,-0.5423
1,Black,I set up the Echo Dot and it worked for an hour and then died completely. DO NOT BUY refurbished!!!! I sent back for return the day after I received.,0,30,0.15086915647956955,-0.06103515625,0.2,0.019201228878648235,1.0,-0.6973
4,Black,Perfect,1,1,0.0,1.0,1.0,0.0007680491551459293,0.0,0.5719
